time,open,high,low,close,ADX
1601294400,10872,10935,10832,10898.5,33.01155909924403
1601298000,10898.5,10930,10872.5,10880,30.240128356945533
1601301600,10880,10910,10862.5,10863.5,28.138529425505332
1601305200,10863.5,10904,10855,10896.5,26.121761945547227
1601308800,10896.5,10901.5,10875.5,10890,25.094014220190886
1601312400,10890,10910.5,10877,10886,25.185728063951093
1601316000,10886,10886.5,10860,10867.5,24.121944651010676
1601319600,10867.5,10867.5,10842.5,10864.5,23.129417889865874
1601323200,10864.5,10872,10860,10865.5,23.42870627170955
1601326800,10865.5,10883.5,10848,10883.5,21.97091472820332
1601330400,10883.5,10883.5,10854,10859.5,20.81203083723215
1601334000,10859.5,10862.5,10635,10688,14.472273680880058
1601337600,10688,10732,10662.5,10714.5,13.154004125085356
1601341200,10714.5,10714.5,10677,10681.5,12.492766980553172
1601344800,10681.5,10700,10667,10684,11.92468184678122
1601348400,10684,10702,10684,10689.5,11.903515547532725
1601352000,10689.5,10706.5,10688,10694,12.251175039152526
1601355600,10694,10694,10673,10675,11.845850667373801
1601359200,10675,10736.5,10666,10735.5,17.020681692913644
1601362800,10735.5,10735.5,10713.5,10722,16.430769228491616
1601366400,10722,10729.5,10714.5,10725,16.023006164442414
1601370000,10725,10747.5,10702.5,10713,17.80274090290482
1601373600,10713,10768,10709,10764,19.410014118317115
1601377200,10764,10787,10755,10755.5,21.50818229868671
1601380800,10755.5,10760.5,10743.5,10754.5,20.880997532584967
1601384400,10754.5,10759,10718,10751.5,19.410865591816126
1601388000,10751.5,10784.5,10742,10754.5,22.368511792712965
1601391600,10754.5,10766,10721,10726.5,20.65251071913882
1601395200,10726.5,10732,10665.5,10686.5,18.40542274157059
1601398800,10686.5,10689.5,10638,10676,16.874192537251872
1601402400,10676,10740,10673,10729.5,22.980985021130124
1601406000,10729.5,10760,10721.5,10741,24.738720936205876
1601409600,10741,10770,10741,10754.5,25.195853404579974
1601413200,10754.5,10770.5,10745.5,10757,24.227742386852952
1601416800,10757,10768.5,10750.5,10757.5,23.468268179125303
1601420400,10757.5,10855,10757.5,10834,33.555272446142865
1601424000,10834,10841,10810,10810.5,31.868386751018086
1601427600,10810.5,10813,10775,10787.5,29.885097109597243
1601431200,10787.5,10802,10762,10769.5,27.91568996565291
1601434800,10769.5,10770,10735,10739.5,26.28354930050595
1601438400,10739.5,10749.5,10701.5,10744,24.19434476286795
1601442000,10744,10757,10701,10704.5,23.213565579442747
1601445600,10704.5,10727,10684,10720.5,21.592308602865145
1601449200,10720.5,10746,10695,10702,22.875081763982386
1601452800,10702,10726,10693.5,10713,21.657780671706334
1601456400,10713,10713.5,10670.5,10698,20.13134689622203
1601460000,10698,10725,10698,10724.5,21.153128171727147
1601463600,10724.5,10725,10686,10688,19.75518135800408
1601467200,10688,10742,10676.5,10726.5,20.417038820180437
1601470800,10726.5,10745.5,10723.5,10740.5,20.249417183682542
1601474400,10740.5,10754.5,10738.5,10747,21.26818567086763
1601478000,10747,10785.5,10747,10772.5,25.316323725555247
1601481600,10772.5,10778,10756,10771,24.294870029934067
1601485200,10771,10788,10753,10757.5,24.571381524635353
1601488800,10757.5,10763,10681.5,10726,21.143200516010634
1601492400,10726,10730.5,10691.5,10710,19.724984085600823
1601496000,10710,10725,10691.5,10708,18.5725697168686
1601499600,10708,10732,10708,10710,19.029509831997096
1601503200,10710,10744,10708,10736,19.96120094672669
1601506800,10736,10766.5,10736,10759,22.97967226542415
1601510400,10759,10817.5,10759,10777,29.646062343862408
1601514000,10777,10836,10777,10822,29.819359303983425
1601517600,10822,10841.5,10808,10808.5,29.037293172645295
1601521200,10808.5,10809,10792.5,10794.5,28.165461938136975
1601524800,10794.5,10811.5,10793,10798.5,27.652862442707058
1601528400,10798.5,10811,10792,10810.5,26.62270974017113
1601532000,10810.5,10827,10810.5,10812,28.991076127976477
1601535600,10812,10821,10807.5,10809.5,28.155845395621906
1601539200,10809.5,10909.5,10801.5,10859,38.85180779079891
1601542800,10859,10877,10859,10871.5,37.512920723502994
1601546400,10871.5,10882.5,10837,10854,34.295597704864385
1601550000,10854,10875,10843.5,10875,32.23441084858972
1601553600,10875,10887,10854,10869.5,32.49661729873315
1601557200,10869.5,10874.5,10843,10843,30.505339168832077
1601560800,10843,10848,10826,10842.5,29.1613427962708
1601564400,10842.5,10858,10716,10725,22.32451527783483
1601568000,10725,10725,10464.5,10523,15.2575164543146
1601571600,10523,10532,10472.5,10489,14.155302141718355
1601575200,10489,10590.5,10476,10589,18.965036291169444
1601578800,10589,10630,10562,10607,21.97282394140965
1601582400,10607,10612,10559.5,10606.5,20.652671382249135
1601586000,10606.5,10620,10586,10586,20.768366765181835
1601589600,10586,10627.5,10574.5,10603,19.454880427295137
1601593200,10603,10611.5,10594.5,10611,19.03894695268315
1601596800,10611,10611.5,10584,10594,18.35531006373466
1601600400,10594,10604,10590,10590,18.000939401280785
1601604000,10590,10608.5,10588,10600,18.117649892965595
1601607600,10600,10638.5,10600,10634.5,21.4897578054522
1601611200,10634.5,10648,10588,10588,19.631926616892557
1601614800,10588,10588,10392.5,10448.5,15.062578497438514
1601618400,10448.5,10520,10421,10507,13.366027943367524
1601622000,10507,10517.5,10482,10499,12.808897273843481
1601625600,10499,10499.5,10434.5,10457.5,11.836077915252712
1601629200,10457.5,10487.5,10435,10455.5,11.10261783306458
1601632800,10455.5,10472,10392,10472,10.077793369523022
1601636400,10472,10483,10453,10453,11.033325429147164
1601640000,10453,10496.5,10450,10490,12.051934792561
1601643600,10490,10595,10449.5,10526.5,20.964111450893245
1601647200,10526.5,10550,10514.5,10527.5,20.117514206070894
1601650800,10527.5,10541,10508.5,10520.5,19.347216552541607
1601654400,10520.5,10559.5,10503,10547,20.243295705439955
1601658000,10547,10555,10525,10535.5,19.497528061826355
1601661600,10535.5,10553.5,10533,10552.5,18.982889958768205
1601665200,10552.5,10553,10519,10519,18.1282409602122
1601668800,10519,10546,10516,10541,17.384511523498354
1601672400,10541,10550,10473,10478.5,15.613894262086992
1601676000,10478.5,10582,10478,10556,17.569395167315378
1601679600,10556,10572.5,10555.5,10566.5,17.17918791819905
1601683200,10566.5,10570.5,10542,10548.5,16.51689875200938
1601686800,10548.5,10549.5,10529.5,10533,16.04930251998552
1601690400,10533,10540,10527.5,10539,15.749202676461152
1601694000,10539,10555,10538,10553.5,17.6814117364011
1601697600,10553.5,10554,10548,10551,17.504064126600205
1601701200,10551,10555.5,10539,10539,16.999109957186068
1601704800,10539,10544.5,10502,10526,15.73961390416722
1601708400,10526,10526.5,10523,10525.5,15.63686337503709
1601712000,10525.5,10554,10509,10512.5,19.406529712342092
1601715600,10512.5,10537.5,10512.5,10522,18.489517450051515
1601719200,10522,10543,10522,10543,18.80520515605575
1601722800,10543,10556.5,10533,10537.5,20.624316572211097
1601726400,10537.5,10538,10528,10537,20.188773688836022
1601730000,10537,10544,10534.5,10535,21.09749976608321
1601733600,10535,10537,10534.5,10536.5,20.9718060862192
1601737200,10536.5,10548,10536.5,10541.5,23.11272020353826
1601740800,10541.5,10601,10541,10578.5,32.16077271826534
1601744400,10578.5,10579,10564,10571,31.002806378344278
1601748000,10571,10579,10564,10565.5,29.845539361169063
1601751600,10565.5,10583.5,10565.5,10575,29.622551973424912
1601755200,10575,10580.5,10555,10562,27.67923093689209
1601758800,10562,10562,10552.5,10560,26.969389566953854
1601762400,10560,10560.5,10534.5,10552.5,25.07413450688108
1601766000,10552.5,10552.5,10538,10541,24.058708693483304
1601769600,10541,10550,10522,10544,22.189949768291985
1601773200,10544,10544,10521,10537.5,20.763255543312827
1601776800,10537.5,10545,10526.5,10545,19.9530488828037
1601780400,10545,10551.5,10544,10544,21.455030775547712
1601784000,10544,10568.5,10544,10563.5,24.972811942980815
1601787600,10563.5,10570,10559,10559,24.584320836493276
1601791200,10559,10627.5,10559,10609,35.6765628430729
1601794800,10609,10616,10600,10605.5,34.0748193627684
1601798400,10605.5,10610.5,10589.5,10593.5,32.041494733471765
1601802000,10593.5,10594,10582,10591,30.906561069533794
1601805600,10591,10591,10573.5,10580,29.277870144130002
1601809200,10580,10599.5,10577,10595,29.855893812487988
1601812800,10595,10598,10578,10592.5,28.03113977445471
1601816400,10592.5,10610,10592.5,10602.5,30.238816150610134
1601820000,10602.5,10607,10593.5,10595,28.93000356491155
1601823600,10595,10603,10592.5,10594.5,27.917875970586028
1601827200,10594.5,10599.5,10583.5,10597.5,26.402081519370025
1601830800,10597.5,10605.5,10596.5,10600,27.684218022622048
1601834400,10600,10640,10598.5,10626.5,35.25488417983062
1601838000,10626.5,10681,10626.5,10665.5,41.72460164985872
1601841600,10665.5,10677,10632.5,10634,36.526352827170484
1601845200,10634,10654.5,10634,10647.5,34.400154411475086
1601848800,10647.5,10672.5,10642,10654.5,36.50017518919825
1601852400,10654.5,10666,10647,10666,34.52427542712809
1601856000,10666,10729,10659.5,10697,44.38885509524004
1601859600,10697,10697.5,10686,10688,43.04078037611601
1601863200,10688,10700,10685,10700,41.961700990822735
1601866800,10700,10700,10661,10661,37.64866453925081
1601870400,10661,10661,10643.5,10648,35.86716693374287
1601874000,10648,10666,10648,10666,35.4642796638085
1601877600,10666,10666,10618,10631,31.0266047399897
1601881200,10631,10673,10628.5,10672.5,29.32786182936412
1601884800,10672.5,10679.5,10665,10665,29.909235900044077
1601888400,10665,10672.5,10659,10667,28.82517402675826
1601892000,10667,10672.5,10652.5,10668.5,27.249425144719773
1601895600,10668.5,10677,10660,10660,27.212309304659673
1601899200,10660,10685.5,10650,10684,24.578237435536405
1601902800,10684,10718.5,10684,10711.5,31.116160165220347
1601906400,10711.5,10756,10708,10710,36.81044651377461
1601910000,10710,10714.5,10701,10705.5,35.507701138758094
1601913600,10705.5,10725,10696.5,10725,35.60707281111915
1601917200,10725,10726,10685,10685.5,31.923955133588148
1601920800,10685.5,10696.5,10671.5,10696,29.893484561259037
1601924400,10696,10722.5,10696,10720,34.51134090490948
1601928000,10720,10738,10720,10726.5,36.94578980536964
1601931600,10726.5,10747.5,10725.5,10726,37.3104015496566
1601935200,10726,10750,10726,10735,35.5817994315027
1601938800,10735,10782,10730,10779,38.96697277183021
1601942400,10779,10782,10740,10743,34.99695084076443
1601946000,10743,10755,10738,10752.5,33.508824693375374
1601949600,10752.5,10781.5,10752,10752.5,37.65487925716358
1601953200,10752.5,10770,10746,10757.5,35.373431717157295
1601956800,10757.5,10763.5,10755.5,10757.5,34.620448416003626
1601960400,10757.5,10757.5,10734,10740.5,32.43620636458307
1601964000,10740.5,10740.5,10727,10733.5,31.217722235144578
1601967600,10733.5,10749,10708,10712.5,27.80187331650748
1601971200,10712.5,10728,10701,10727.5,25.79980686858554
1601974800,10727.5,10739,10727.5,10738.5,28.033332358209236
1601978400,10738.5,10739,10700,10700,25.101972808883158
1601982000,10700,10705,10648.5,10690,21.58119667669099
1601985600,10690,10715,10687,10701.5,22.56546103352663
1601989200,10701.5,10709.5,10672.5,10675.5,20.530728200937133
1601992800,10675.5,10696,10657,10670,18.624418451256126
1601996400,10670,10749,10630,10730,24.68247672414386
1602000000,10730,10736,10713.5,10721,23.560919150372577
1602003600,10721,10721,10704.5,10705.5,22.744713827432882
1602007200,10705.5,10717.5,10581.5,10607.5,17.395558415465487
1602010800,10607.5,10607.5,10541,10572.5,15.47863477936331
1602014400,10572.5,10577,10532.5,10547,14.339868361438183
1602018000,10547,10576,10531,10572,13.276184741300838
1602021600,10572,10590.5,10566.5,10585,15.202490999408676
1602025200,10585,10617.5,10580,10600,18.856630427758866
1602028800,10600,10600.5,10581,10586,18.20088341597633
1602032400,10586,10592,10554,10581,16.962923446649896
1602036000,10581,10596,10580.5,10594.5,17.21948219881918
1602039600,10594.5,10594.5,10575,10575.5,16.568264944879736
1602043200,10575.5,10588,10572,10584,16.032496633860923
1602046800,10584,10608.5,10581,10608,19.33697686964788
1602050400,10608,10622,10604.5,10620,21.490858870412122
1602054000,10620,10623,10605,10614,20.859226125928988
1602057600,10614,10618,10600.5,10607,20.0280497512096
1602061200,10607,10617,10588,10589,18.69838050506364
1602064800,10589,10594,10577.5,10592.5,17.96747272210704
1602068400,10592.5,10603.5,10583,10600.5,19.37771416481942
1602072000,10600.5,10626,10600,10624,23.64712590030122
1602075600,10624,10635.5,10609.5,10610,24.47311978216573
1602079200,10610,10619.5,10601,10619.5,23.327777376416567
1602082800,10619.5,10636,10613.5,10626,26.2159468331162
1602086400,10626,10627,10606.5,10618,24.809943922442248
1602090000,10618,10636,10618,10636,26.02576257415556
1602093600,10636,10656,10635,10654,29.982943818394386
1602097200,10654,10668,10650,10650.5,31.821926259705894
1602100800,10650.5,10657,10642.5,10657,30.495684362925207
1602104400,10657,10657,10656,10656,30.401580139218886
1602108000,10656,10656.5,10641,10648.5,28.912321661675303
1602111600,10648.5,10656.5,10647.5,10656.5,28.053013494787102
1602115200,10656.5,10659,10636,10636,25.931871044275148
1602118800,10636,10636,10613.5,10634.5,24.018596445384
1602122400,10634.5,10634.5,10620,10631.5,22.848629029788608
1602126000,10631.5,10641,10631,10637.5,24.32033218252945
1602129600,10637.5,10638,10631.5,10637.5,23.740116580298018
1602133200,10637.5,10637.5,10606.5,10610,21.148703377696446
1602136800,10610,10619,10607,10615.5,20.228220459489474
1602140400,10615.5,10616,10566.5,10585,16.950808454996032
1602144000,10585,10598,10560,10560.5,14.948487487150254
1602147600,10560.5,10576,10532,10566,13.029297217051834
1602151200,10566,10622,10563.5,10604.5,23.21627629583772
1602154800,10604.5,10605,10596,10603,22.633968574805394
1602158400,10603,10644,10593,10626.5,29.780524573599457
1602162000,10626.5,10737.5,10618,10721.5,41.940529635291085
1602165600,10721.5,10945,10702,10904.5,57.349062505614334
1602169200,10904.5,10929.5,10856,10885.5,51.41045603878194
1602172800,10885.5,10914,10872,10911,48.330622476036886
1602176400,10911,10937.5,10860,10868,46.41490419947843
1602180000,10868,10878,10845,10865.5,44.25599592465533
1602183600,10865.5,10877,10853.5,10869.5,42.73171280831867
1602187200,10869.5,10888,10858.5,10884,42.489525293263476
1602190800,10884,10884.5,10870.5,10875,41.54486551553456
1602194400,10875,10890,10872.5,10887.5,41.25089585162883
1602198000,10887.5,10923.5,10872.5,10906,43.29316201706562
1602201600,10906,10924.5,10858,10862,38.74585131438617
1602205200,10862,10886.5,10861.5,10886,37.16541375835295
1602208800,10886,10901.5,10884.5,10888.5,38.64666203521745
1602212400,10888.5,10890.5,10875,10879.5,37.57650655545458
1602216000,10879.5,10879.5,10863,10872.5,36.42035183492915
1602219600,10872.5,10873.5,10857,10860,35.252275061182665
1602223200,10860,10860,10826,10848.5,32.91001563040587
1602226800,10848.5,10894,10848,10883.5,36.52908364871755
1602230400,10883.5,10883.5,10874,10879.5,35.82580531853726
1602234000,10879.5,10879.5,10862.5,10867,34.54414509355959
1602237600,10867,11005,10866.5,10970,47.93888570042806
1602241200,10970,11092,10970,11043,52.25703777422546
1602244800,11043,11089,11036.5,11057,48.13566209885865
1602248400,11057,11069,11040,11065.5,45.978534106758545
1602252000,11065.5,11065.5,11031.5,11050.5,43.51631509721505
1602255600,11050.5,11079,11042,11074.5,43.1011806082221
1602259200,11074.5,11085,11036,11041,39.75311270088157
1602262800,11041,11050,11040,11048,39.08582521448718
1602266400,11048,11048,11031,11033.5,37.92049386406323
1602270000,11033.5,11042,11009.5,11033,35.72743111472796
1602273600,11033,11041.5,11028.5,11028.5,34.85899746920783
1602277200,11028.5,11048.5,11014,11048.5,32.59465717945148
1602280800,11048.5,11066,11042.5,11065.5,34.49916460650615
1602284400,11065.5,11080.5,11050,11051,35.27869381253163
1602288000,11051,11076,11049.5,11064,33.41014967131652
1602291600,11064,11075,11058,11074.5,32.23078142507743
1602295200,11074.5,11456.5,11074.5,11389.5,63.391076105324935
1602298800,11389.5,11490,11385,11408,59.61255965171243
1602302400,11408,11415,11379,11409.5,57.08322731331489
1602306000,11409.5,11410,11364,11371.5,53.93422771408765
1602309600,11371.5,11388,11355.5,11355.5,51.761615956948425
1602313200,11355.5,11380,11355.5,11380,50.12247034549893
1602316800,11380,11395,11371,11380.5,50.522601216338344
1602320400,11380.5,11388.5,11287,11320,44.038626232953796
1602324000,11320,11323,11248,11320,39.95789379124171
1602327600,11320,11361,11309,11324,42.101053926777986
1602331200,11324,11344,11295,11344,39.50672256543672
1602334800,11344,11383,11324,11356,41.474550619927086
1602338400,11356,11357,11328.5,11352.5,39.93730286238418
1602342000,11352.5,11414,11315,11349,42.08515990184876
1602345600,11349,11370.5,11317.5,11338.5,39.32437824793272
1602349200,11338.5,11366,11337.5,11354,37.8851624858166
1602352800,11354,11367.5,11353.5,11367.5,37.36909385442471
1602356400,11367.5,11368.5,11351,11362.5,36.43745719953408
1602360000,11362.5,11365,11346,11365,35.40540006117025
1602363600,11365,11374,11325.5,11373.5,32.847788224653094
1602367200,11373.5,11373.5,11339.5,11356,31.149030209434436
1602370800,11356,11356,11274,11303.5,27.460499240868952
1602374400,11303.5,11320.5,11286,11309,26.062170109592437
1602378000,11309,11405,11308.5,11374.5,34.241384103866274
1602381600,11374.5,11374.5,11358,11360,33.422912301651294
1602385200,11360,11360,11321.5,11336,31.529147224322188
1602388800,11336,11343,11312,11321.5,30.05259296381737
1602392400,11321.5,11343,11316,11340,28.78804275025466
1602396000,11340,11369,11340,11362.5,31.61302993517962
1602399600,11362.5,11366,11353.5,11360.5,30.94631632779225
1602403200,11360.5,11363,11345.5,11353,29.99264083525963
1602406800,11353,11353,11337.5,11353,29.136189390883782
1602410400,11353,11401,11345,11392.5,34.79366558886345
1602414000,11392.5,11409,11359.5,11374.5,33.17428575186085
1602417600,11374.5,11380.5,11360,11364.5,31.93632634860456
1602421200,11364.5,11376,11341.5,11368.5,29.91322352859443
1602424800,11368.5,11447,11357,11379,37.31247984931346
1602428400,11379,11437,11378.5,11408,33.74385820819905
1602432000,11408,11426.5,11368,11399,30.592840283645966
1602435600,11399,11432,11399,11420.5,29.845243529317557
1602439200,11420.5,11428.5,11393,11411.5,28.09778535707625
1602442800,11411.5,11417.5,11329,11345,24.280999280646782
1602446400,11345,11360,11338,11338,23.428991772209677
1602450000,11338,11345.5,11290,11333.5,21.389883567053154
1602453600,11333.5,11355,11312.5,11355,21.454377125839013
1602457200,11355,11393.5,11353.5,11374,26.20854977713031
1602460800,11374,11378,11355,11378,25.21605454416254
1602464400,11378,11403.5,11366,11398,27.88350600148247
1602468000,11398,11410,11385.5,11404.5,27.82665294309507
1602471600,11404.5,11410,11394,11394,27.027848990395388
1602475200,11394,11394,11373.5,11393.5,25.99808168413901
1602478800,11393.5,11410,11389,11400,28.022660485783888
1602482400,11400,11404,11350.5,11351,25.23049177180033
1602486000,11351,11395,11340,11382.5,22.723769302432103
1602489600,11382.5,11395,11368,11368.5,21.589766217321923
1602493200,11368.5,11374.5,11324.5,11359.5,19.635569457051343
1602496800,11359.5,11369,11200,11277,14.769422274093829
1602500400,11277,11285,11253.5,11260.5,14.069532053161254
1602504000,11260.5,11300,11251.5,11300,15.297666591009722
1602507600,11300,11542.5,11288,11499,38.6239847227419
1602511200,11499,11510,11456,11473.5,36.21098816652682
1602514800,11473.5,11601.5,11473.5,11550.5,41.062590576768336
1602518400,11550.5,11578.5,11537,11563.5,39.18095353707106
1602522000,11563.5,11568.5,11536,11558.5,37.72309051020346
1602525600,11558.5,11572.5,11550.5,11560,37.207036250327086
1602529200,11560,11576,11545.5,11555,35.79568519551046
1602532800,11555,11577.5,11536.5,11567.5,33.93234338572006
1602536400,11567.5,11729,11567.5,11689.5,44.762501431997414
1602540000,11689.5,11704,11648,11660,41.9303723183259
1602543600,11660,11660.5,11491,11545,34.76132589362484
1602547200,11545,11551.5,11442.5,11501,31.08112987692587
1602550800,11501,11514,11468.5,11513,29.66908545605976
1602554400,11513,11513,11471,11494,28.38706591645864
1602558000,11494,11494,11427.5,11469,26.439046372191616
1602561600,11469,11489,11463,11488.5,25.69656716006773
1602565200,11488.5,11526,11488,11514.5,28.730443818130198
1602568800,11514.5,11514.5,11475.5,11487.5,27.44634203981045
1602572400,11487.5,11491,11440,11464.5,25.821085716627078
1602576000,11464.5,11483.5,11459.5,11483.5,25.068776671448102
1602579600,11483.5,11491,11469.5,11469.5,25.3371149827403
1602583200,11469.5,11560,11390.5,11525,20.563853088866992
1602586800,11525,11528.5,11478,11494.5,19.39171016153021
1602590400,11494.5,11513,11438.5,11459,17.781460943143095
1602594000,11459,11459,11336,11364.5,15.493906501725302
1602597600,11364.5,11402.5,11323,11396.5,14.220504029282816
1602601200,11396.5,11427.5,11386,11396.5,16.2528862716428
1602604800,11396.5,11403.5,11352,11401.5,15.347102279634012
1602608400,11401.5,11408,11366.5,11366.5,15.139333665923672
1602612000,11366.5,11407,11357.5,11387.5,14.292390308898757
1602615600,11387.5,11433,11381.5,11401.5,16.427187579926713
1602619200,11401.5,11432.5,11398.5,11432.5,15.766022349901457
1602622800,11432.5,11462,11427.5,11452.5,18.70413434422829
1602626400,11452.5,11453.5,11427.5,11444,18.08575584542964
1602630000,11444,11449.5,11417.5,11425.5,17.326498693816312
1602633600,11425.5,11487,11413,11486.5,20.48309397290547
1602637200,11486.5,11487,11445.5,11451,19.37548268513774
1602640800,11451,11451.5,11428,11433,18.756955747730032
1602644400,11433,11451.5,11401,11401,17.466563475644566
1602648000,11401,11424,11373,11399,16.25067358374194
1602651600,11399,11415.5,11389,11415.5,15.641385907551383
1602655200,11415.5,11427.5,11400,11427.5,16.767224874995623
1602658800,11427.5,11438,11395.5,11412.5,17.265245338287016
1602662400,11412.5,11443,11412.5,11439,17.224931676093192
1602666000,11439,11443,11405,11414.5,16.21865520776712
1602669600,11414.5,11422.5,11364,11380,14.786523862619507
1602673200,11380,11409,11371,11371.5,13.926291262443037
1602676800,11371.5,11407.5,11360.5,11407.5,12.924745595083277
1602680400,11407.5,11549.5,11407,11532,29.41677680212053
1602684000,11532,11534,11363,11389.5,23.613650545241686
1602687600,11389.5,11410,11295,11322.5,20.661638612793862
1602691200,11322.5,11357.5,11302,11341,19.401086363181122
1602694800,11341,11349.5,11329,11348.5,18.941408156386373
1602698400,11348.5,11350,11296.5,11341.5,17.7588377432532
1602702000,11341.5,11376,11341.5,11350.5,20.15259610914405
1602705600,11350.5,11383.5,11348.5,11383,20.208010757812396
1602709200,11383,11399,11376,11376.5,21.614926881037263
1602712800,11376.5,11408,11376,11390.5,21.893340511631667
1602716400,11390.5,11428,11387.5,11418.5,23.40744037709976
1602720000,11418.5,11420.5,11392.5,11393,22.48534286084284
1602723600,11393,11409,11379,11391,21.507733223785298
1602727200,11391,11399,11370,11370,20.576417060218738
1602730800,11370,11381,11366.5,11380.5,20.107585213084665
1602734400,11380.5,11401.5,11377,11399,22.63811574618763
1602738000,11399,11406,11383.5,11405.5,22.53818217741317
1602741600,11405.5,11419,11389,11401.5,23.610937415177577
1602745200,11401.5,11412,11388,11399.5,22.6062260864669
1602748800,11399.5,11400,11340.5,11343.5,20.299939752572058
1602752400,11343.5,11349.5,11260,11317,17.42090660979175
1602756000,11317,11341,11317,11336,16.735476940985915
1602759600,11336,11342,11319,11319.5,16.25208886943682
1602763200,11319.5,11394,11286,11375,21.508770252232036
1602766800,11375,11407,11361,11403.5,21.983321816147768
1602770400,11403.5,11403.5,11367,11380,20.73786588509135
1602774000,11380,11406.5,11379.5,11397,20.322147594267854
1602777600,11397,11474,11369.5,11375,27.075162667624546
1602781200,11375,11479,11375,11459.5,23.946284835643958
1602784800,11459.5,11477.5,11450,11468,23.02498474795179
1602788400,11468,11534,11467.5,11515.5,28.665527774968776
1602792000,11515.5,11612,11515.5,11527.5,35.16439941530048
1602795600,11527.5,11528,11448,11492,31.644597153629313
1602799200,11492,11503,11478,11479.5,30.613354914431458
1602802800,11479.5,11494.5,11473,11491.5,29.716460466179413
1602806400,11491.5,11499.5,11467.5,11499.5,28.383572438156992
1602810000,11499.5,11533.5,11499.5,11521,31.87969610799049
1602813600,11521,11521,11507,11514.5,31.204202836121848
1602817200,11514.5,11520,11490,11496.5,29.749531478464643
1602820800,11496.5,11498.5,11203.5,11279,19.917063388732718
1602824400,11279,11356,11273,11343,18.104057953373694
1602828000,11343,11352,11316,11326,17.365686579933964
1602831600,11326,11339,11321,11321,16.992512723090222
1602835200,11321,11345.5,11311,11311.5,16.270807842839016
1602838800,11311.5,11311.5,11231,11257.5,14.701770937195725
1602842400,11257.5,11339,11257,11315,16.50361457175546
1602846000,11315,11407,11314,11375,22.42666777981191
1602849600,11375,11391.5,11353,11373.5,21.427253249924195
1602853200,11373.5,11380,11342,11352,20.458182450483054
1602856800,11352,11379.5,11315,11327,18.896040094776655
1602860400,11327,11335.5,11295,11331,17.9682711217931
1602864000,11331,11350,11322,11341.5,19.16089857272931
1602867600,11341.5,11351.5,11326,11332,18.71696932637491
1602871200,11332,11366,11332,11365,19.813113365621778
1602874800,11365,11366.5,11319,11319,18.53569940688085
1602878400,11319,11319,11286,11309,17.682730360508227
1602882000,11309,11332,11308,11332,18.951932210308208
1602885600,11332,11347,11325,11343,20.58645061508107
1602889200,11343,11347,11316.5,11318.5,19.614167578545704
1602892800,11318.5,11324,11276,11300,18.16049996167292
1602896400,11300,11343,11300,11337.5,19.897159740969144
1602900000,11337.5,11346,11332,11346,19.932170940630215
1602903600,11346,11362,11336.5,11362,21.769703353556007
1602907200,11362,11362,11347.5,11347.5,21.21218646414894
1602910800,11347.5,11356.5,11342.5,11348.5,20.661984340698034
1602914400,11348.5,11376,11344,11349.5,23.079143295356765
1602918000,11349.5,11355.5,11344,11348.5,22.555248288817594
1602921600,11348.5,11353,11324.5,11324.5,21.266823966418258
1602925200,11324.5,11340,11317.5,11340,20.281814400602652
1602928800,11340,11345.5,11337,11345.5,21.103432121867044
1602932400,11345.5,11353,11342.5,11343,22.31190094057432
1602936000,11343,11344.5,11330,11343.5,21.54257314082875
1602939600,11343.5,11350,11322,11324,20.10121509667387
1602943200,11324,11370,11260.5,11363,15.682227194010716
1602946800,11363,11411,11336,11342,21.12173108337885
1602950400,11342,11343,11308.5,11327,19.756163719277023
1602954000,11327,11342,11324.5,11341.5,19.082231203735205
1602957600,11341.5,11344,11338.5,11343.5,19.279481030134185
1602961200,11343.5,11353,11343,11347.5,20.825467901271338
1602964800,11347.5,11356,11332.5,11352.5,19.733721181199755
1602968400,11352.5,11362,11345,11345,20.344282483051842
1602972000,11345,11349.5,11342.5,11347.5,19.99635143969831
1602975600,11347.5,11360.5,11347,11360,22.105382026519617
1602979200,11360,11379.5,11352,11375,25.39353300641022
1602982800,11375,11388,11373.5,11386.5,26.663454398804312
1602986400,11386.5,11387,11368,11375.5,25.29900515243377
1602990000,11375.5,11377.5,11366,11366,24.482378586487798
1602993600,11366,11376,11366,11369,23.764043239129826
1602997200,11369,11384,11369,11384,25.102114370200066
1603000800,11384,11460,11382.5,11439.5,39.77792464943357
1603004400,11439.5,11447.5,11429,11441,37.82221389962283
1603008000,11441,11470,11420,11425,38.72078204641762
1603011600,11425,11425,11400,11400.5,36.27550188383518
1603015200,11400.5,11414.5,11400.5,11414.5,34.94462583450254
1603018800,11414.5,11418,11413,11413.5,35.43240140107108
1603022400,11413.5,11418.5,11413.5,11415,35.056929050279116
1603026000,11415,11429,11415,11428.5,36.759318542113505
1603029600,11428.5,11483,11418.5,11424,44.9565420114487
1603033200,11424,11445,11423.5,11444.5,42.305687071438975
1603036800,11444.5,11450.5,11432,11450.5,41.654136971359335
1603040400,11450.5,11451,11440.5,11451,40.52172527954297
1603044000,11451,11463.5,11442,11442,41.638617691029474
1603047600,11442,11442,11429.5,11429.5,40.04894841173588
1603051200,11429.5,11430,11408.5,11430,37.40386092019652
1603054800,11430,11444.5,11430,11441.5,40.26910845467145
1603058400,11441.5,11461.5,11440,11453,42.91195467372197
